lead_id,database_score,converted,record_created_date,conversion_date,country,job_level,in_outreach_window_cohort,converted_seniority_cohort,channel_a_connected,converted_channel_a,channel_a_total_calls,channel_a_connected_seconds,in_channel_b_cohort,channel_b_connected,converted_channel_b,channel_b_total_calls,channel_b_connected_seconds
261,63.8,0,2025-05-01,,Singapore,Manager,0,0,0,0,0,0.0,0,0,0,2,0.0
262,65.1,0,2023-05-17,,Singapore,Manager,0,1,0,0,2,0.0,0,0,0,1,0.0
263,70.4,0,2019-10-10,,Australia,Unknown,0,0,0,0,2,0.0,0,0,0,3,0.0
264,71.2,0,2023-07-16,,Hong Kong,Unknown,0,0,0,0,3,0.0,0,0,0,1,0.0
265,53.4,0,2021-02-24,,Malaysia,Manager,1,0,0,0,1,0.0,0,0,0,0,0.0
266,76.2,0,2020-02-18,,Hong Kong,Manager,0,0,0,0,2,0.0,0,0,0,2,0.0
267,65.7,0,2020-06-05,,Singapore,Vice President,1,0,0,0,2,0.0,1,1,0,1,42.8
268,74.0,0,2025-06-12,,Australia,Individual Contributor,1,0,0,0,0,0.0,0,0,0,2,0.0
269,67.5,0,2023-07-18,,Singapore,Individual Contributor,1,0,0,0,0,0.0,0,0,0,1,0.0
270,66.8,0,2020-08-15,,Thailand,Individual Contributor,0,0,0,0,1,0.0,1,0,0,4,0.0
271,82.6,0,2021-06-05,,Singapore,Vice President,1,0,1,0,0,0.1,1,0,0,2,0.0
272,72.2,0,2020-02-21,,Philippines,Manager,0,0,0,0,1,0.0,0,0,0,4,0.0
273,71.2,0,2022-10-17,,Other,Manager,1,0,0,0,2,0.0,0,0,0,1,0.0
274,73.2,0,2023-06-05,,Singapore,Unknown,0,0,0,0,1,0.0,0,0,0,1,0.0
275,69.2,0,2020-01-14,,Thailand,Individual Contributor,0,0,0,0,3,0.0,1,1,1,1,26.7
276,75.0,0,2025-08-02,,Singapore,C-Level,0,0,0,0,3,0.0,0,0,0,2,0.0
277,84.4,0,2025-03-30,,Singapore,Individual Contributor,1,0,1,0,1,20.9,0,0,0,1,0.0
278,82.2,1,2023-08-23,2026-01-31,Singapore,Executive,0,0,0,0,1,0.0,0,0,0,1,0.0
279,71.2,0,2025-11-16,,Singapore,Manager,1,0,1,0,4,12.5,0,0,0,3,0.0
280,73.1,0,2022-07-07,,Singapore,Executive,0,0,0,0,4,0.0,0,0,0,0,0.0
281,73.8,0,2025-09-24,,Singapore,Manager,1,0,0,0,0,0.0,1,1,0,1,19.9
282,76.1,0,2020-02-20,,Malaysia,Manager,0,0,0,0,3,0.0,0,0,0,5,0.0
283,52.7,0,2019-10-25,,Singapore,Director,0,0,0,0,1,0.0,0,0,0,2,0.0
284,74.3,0,2024-04-24,,Singapore,C-Level,0,0,0,0,2,0.0,0,0,0,1,0.0
285,63.7,0,2022-01-03,,Hong Kong,C-Level,0,0,0,0,2,0.0,0,0,0,3,0.0
286,74.1,0,2019-10-13,,Philippines,Unknown,0,0,0,0,0,0.0,1,0,0,1,0.0
287,76.5,1,2024-08-19,2024-08-21,Singapore,Unknown,0,0,0,0,3,0.0,0,0,0,0,0.0
288,77.7,0,2023-07-21,,Singapore,Director,1,0,0,0,3,0.0,0,0,0,0,0.0
289,70.7,0,2019-01-29,,Australia,Manager,1,0,0,0,3,0.0,0,0,0,0,0.0
290,73.3,0,2019-11-23,,Indonesia,Unknown,0,0,0,0,1,0.0,0,0,0,1,0.0
291,77.3,0,2020-08-01,,Singapore,Manager,0,0,0,0,0,0.0,1,1,0,1,38.2
292,74.1,0,2020-05-17,,Singapore,Director,1,0,0,0,0,0.0,1,1,0,3,29.9
293,73.5,0,2020-11-13,,Philippines,Manager,0,0,0,0,1,0.0,0,0,0,0,0.0
294,65.5,0,2021-08-01,,Malaysia,Individual Contributor,1,0,0,0,3,0.0,1,0,0,0,0.0
295,71.7,0,2025-09-04,,Philippines,Manager,0,0,0,0,1,0.0,0,0,0,0,0.0
296,89.9,1,2023-11-14,2026-01-24,Australia,Vice President,1,0,1,0,1,42.4,1,1,0,3,7.3
297,76.5,0,2019-09-05,,Malaysia,Individual Contributor,0,0,0,0,3,0.0,1,1,0,1,17.8
298,71.7,0,2022-01-10,,Singapore,Director,0,0,0,0,1,0.0,0,0,0,1,0.0
299,74.1,0,2021-11-02,,India,Individual Contributor,0,0,0,0,1,0.0,0,0,0,2,0.0
300,73.1,0,2024-09-11,,Singapore,Individual Contributor,1,0,0,0,2,0.0,0,0,0,2,0.0
301,68.7,0,2022-03-12,,Singapore,Unknown,1,0,0,0,1,0.0,0,0,0,1,0.0
302,79.2,0,2022-08-31,,Singapore,Manager,0,0,0,0,1,0.0,0,0,0,1,0.0
303,67.4,0,2024-11-18,,Australia,Manager,0,0,0,0,1,0.0,0,0,0,4,0.0
304,67.8,0,2022-10-17,,Indonesia,Unknown,0,0,0,0,1,0.0,1,1,0,2,127.5
305,85.8,1,2020-04-18,2023-12-29,India,Manager,0,0,0,0,2,0.0,0,0,0,3,0.0
306,90.8,1,2023-08-06,2023-08-07,Thailand,Manager,1,0,0,0,2,0.0,0,0,0,0,0.0
307,83.1,0,2019-02-05,,Singapore,Individual Contributor,0,0,0,0,2,0.0,0,0,0,1,0.0
308,66.6,0,2024-07-29,,Malaysia,Manager,0,0,0,0,1,0.0,1,0,0,1,0.0
309,74.6,0,2019-05-26,,Malaysia,C-Level,0,0,0,0,0,0.0,1,0,0,0,0.0
310,70.5,0,2020-01-31,,Indonesia,Individual Contributor,0,0,0,0,1,0.0,0,0,0,1,0.0
311,78.0,0,2024-07-30,,Singapore,Manager,0,0,0,0,2,0.0,1,1,0,1,23.9
312,67.9,0,2022-11-10,,Australia,C-Level,0,1,0,0,2,0.0,1,1,0,1,50.1
313,73.5,0,2025-11-27,,Singapore,Manager,0,0,0,0,2,0.0,0,0,0,4,0.0
314,76.0,0,2020-07-16,,Philippines,Unknown,0,0,0,0,2,0.0,0,0,0,1,0.0
315,79.0,1,2022-07-08,2022-11-05,Singapore,Individual Contributor,0,0,0,0,2,0.0,0,0,0,2,0.0
316,62.3,0,2023-08-27,,Singapore,Manager,1,0,0,0,0,0.0,0,0,0,1,0.0
317,52.3,0,2020-07-02,,Indonesia,Individual Contributor,0,0,0,0,2,0.0,0,0,0,0,0.0
318,73.5,0,2019-05-16,,Other,Individual Contributor,0,0,0,0,3,0.0,0,0,0,1,0.0
319,74.1,0,2022-05-03,,Singapore,Manager,0,0,0,0,4,0.0,0,0,0,1,0.0
320,73.7,0,2021-04-10,,Other,Individual Contributor,1,0,0,0,2,0.0,1,0,0,2,0.0
321,79.0,0,2020-03-18,,Philippines,Individual Contributor,0,0,0,0,1,0.0,0,0,0,3,0.0
322,74.8,0,2025-02-15,,Singapore,Individual Contributor,0,0,0,0,1,0.0,0,0,0,1,0.0
323,52.2,0,2019-02-18,,Singapore,Manager,0,0,0,0,0,0.0,0,0,0,1,0.0
324,54.3,0,2025-10-05,,Malaysia,Individual Contributor,1,0,0,0,2,0.0,0,0,0,2,0.0
325,72.5,0,2021-04-07,,Singapore,Manager,0,0,0,0,1,0.0,0,0,0,0,0.0
326,92.0,0,2020-01-11,,Thailand,Individual Contributor,1,0,0,0,0,0.0,0,0,0,3,0.0
327,73.7,0,2024-11-26,,Singapore,Individual Contributor,0,0,0,0,1,0.0,0,0,0,2,0.0
328,63.0,0,2024-03-03,,Singapore,Director,0,0,0,0,1,0.0,0,0,0,1,0.0
329,72.7,0,2020-04-28,,Malaysia,Manager,0,0,0,0,3,0.0,0,0,0,0,0.0
330,82.6,1,2024-05-09,2025-08-31,India,Individual Contributor,0,0,0,0,0,0.0,0,0,0,4,0.0
331,72.5,0,2025-04-20,,Thailand,Individual Contributor,1,0,1,0,0,64.6,0,0,0,1,0.0
332,74.1,0,2021-11-28,,Indonesia,Manager,0,0,0,0,2,0.0,0,0,0,1,0.0
333,71.1,0,2023-10-17,,Malaysia,Individual Contributor,0,0,0,0,3,0.0,0,0,0,1,0.0
334,79.5,0,2024-03-05,,Indonesia,Individual Contributor,0,0,0,0,1,0.0,0,0,0,1,0.0
335,72.4,0,2020-09-07,,Other,Individual Contributor,0,0,0,0,1,0.0,0,0,0,4,0.0
336,61.4,0,2021-12-20,,Singapore,Individual Contributor,1,0,1,0,0,9.5,0,0,0,0,0.0
337,72.1,0,2024-04-25,,Hong Kong,C-Level,0,0,0,0,3,0.0,1,0,0,0,0.0
338,75.4,0,2023-06-23,,Australia,Individual Contributor,0,0,0,0,1,0.0,0,0,0,0,0.0
339,74.7,0,2022-08-17,,Thailand,Individual Contributor,0,0,0,0,2,0.0,0,0,0,2,0.0
340,70.9,0,2025-02-15,,Singapore,Individual Contributor,1,0,1,0,2,100.9,1,1,0,1,17.2
341,76.2,0,2024-02-28,,Australia,Director,0,0,0,0,7,0.0,0,0,0,2,0.0
342,77.8,0,2019-09-13,,Indonesia,Individual Contributor,0,0,0,0,2,0.0,0,0,0,1,0.0
343,79.2,0,2021-12-05,,Hong Kong,Individual Contributor,1,0,1,0,0,17.8,0,0,0,0,0.0
344,73.3,0,2021-09-07,,Indonesia,Manager,0,0,0,0,3,0.0,0,0,0,1,0.0
345,66.2,0,2022-03-18,,Philippines,Manager,1,1,0,0,2,0.0,0,0,0,1,0.0
346,60.0,0,2021-03-18,,Australia,Individual Contributor,0,0,0,0,3,0.0,1,0,0,0,0.0
347,72.8,0,2020-05-25,,Thailand,Individual Contributor,1,0,1,0,0,95.9,0,0,0,2,0.0
348,77.7,0,2020-11-21,,Singapore,C-Level,1,0,1,0,1,13.2,0,0,0,3,0.0
349,78.6,0,2023-11-21,,India,C-Level,0,0,0,0,1,0.0,0,0,0,1,0.0
350,72.5,0,2025-09-02,,Singapore,Manager,0,0,0,0,3,0.0,0,0,0,0,0.0
351,63.8,0,2023-03-02,,Thailand,Director,0,0,0,0,3,0.0,0,0,0,1,0.0
352,61.0,0,2021-07-09,,Indonesia,Individual Contributor,0,0,0,0,0,0.0,1,0,0,0,0.0
353,78.8,0,2020-04-10,,Thailand,Manager,0,0,0,0,2,0.0,0,0,0,0,0.0
354,67.9,0,2024-03-04,,Hong Kong,Unknown,0,0,0,0,0,0.0,0,0,0,1,0.0
355,67.1,0,2022-06-02,,Philippines,Director,0,0,0,0,4,0.0,0,0,0,2,0.0
356,67.6,0,2023-05-12,,Singapore,Individual Contributor,1,0,0,0,1,0.0,0,0,0,1,0.0
357,71.9,0,2020-12-05,,Singapore,Individual Contributor,1,0,0,0,5,0.0,1,1,0,3,4.0
358,71.3,0,2021-01-28,,Thailand,Manager,0,0,0,0,3,0.0,0,0,0,0,0.0
359,72.2,0,2023-07-15,,Australia,Individual Contributor,1,0,0,0,3,0.0,0,0,0,0,0.0
360,52.3,0,2025-11-11,,India,Vice President,1,0,1,0,6,121.3,0,0,0,3,0.0
361,72.6,0,2019-07-15,,Malaysia,Manager,0,0,0,0,3,0.0,0,0,0,1,0.0
362,92.8,1,2020-10-13,2025-06-05,Singapore,Director,1,0,0,0,3,0.0,0,0,0,3,0.0
363,67.4,0,2022-06-11,,Philippines,Individual Contributor,1,0,1,0,1,57.1,0,0,0,0,0.0
364,63.2,0,2022-10-29,,India,Individual Contributor,1,0,0,0,3,0.0,0,0,0,1,0.0
365,73.4,0,2022-07-27,,Malaysia,Manager,0,0,0,0,3,0.0,0,0,0,1,0.0
366,66.9,0,2024-05-20,,India,Manager,1,0,0,0,1,0.0,0,0,0,0,0.0
367,76.1,0,2021-11-24,,Singapore,Manager,0,0,0,0,3,0.0,0,0,0,2,0.0
368,71.0,0,2020-05-30,,Singapore,Director,0,1,0,0,3,0.0,0,0,0,2,0.0
369,76.1,0,2021-07-16,,Singapore,Unknown,0,0,0,0,3,0.0,1,0,0,2,0.0
370,71.1,0,2024-04-16,,Malaysia,Director,1,0,0,0,0,0.0,0,0,0,0,0.0
371,72.7,0,2019-04-15,,Malaysia,Individual Contributor,0,0,0,0,1,0.0,1,1,0,1,55.9
372,71.0,0,2023-03-03,,Singapore,Manager,1,1,1,1,3,80.1,0,0,0,4,0.0
373,70.5,0,2023-06-03,,Other,Individual Contributor,0,0,0,0,3,0.0,1,1,0,0,23.7
374,74.1,0,2024-01-10,,Australia,Manager,1,0,1,0,4,30.3,0,0,0,2,0.0
375,82.4,0,2023-02-21,,Philippines,Individual Contributor,0,0,0,0,1,0.0,1,1,0,1,1.3
376,66.4,0,2018-12-27,,Singapore,Manager,0,0,0,0,1,0.0,0,0,0,1,0.0
377,74.8,0,2023-07-06,,Indonesia,Manager,0,0,0,0,4,0.0,0,0,0,4,0.0
378,67.4,0,2021-04-25,,Singapore,Individual Contributor,1,0,0,0,4,0.0,0,0,0,0,0.0
379,74.9,0,2020-06-11,,Philippines,Vice President,1,0,1,0,2,36.1,0,0,0,3,0.0
380,79.5,0,2025-04-14,,Australia,Manager,0,0,0,0,0,0.0,1,1,0,3,36.9
381,74.4,0,2020-07-09,,Singapore,Manager,1,0,1,0,0,34.9,0,0,0,0,0.0
382,83.8,1,2019-08-12,2019-08-30,Philippines,Manager,1,0,0,0,1,0.0,0,0,0,0,0.0
383,65.6,0,2019-07-13,,Australia,Executive,0,0,0,0,3,0.0,0,0,0,1,0.0
384,75.6,0,2022-05-28,,Malaysia,Individual Contributor,0,0,0,0,5,0.0,0,0,0,1,0.0
385,70.7,0,2019-09-30,,Indonesia,Manager,1,1,0,0,1,0.0,0,0,0,3,0.0
386,72.2,0,2021-11-18,,Thailand,Director,1,0,0,0,0,0.0,0,0,0,1,0.0
387,74.5,0,2024-10-10,,Thailand,Unknown,1,0,0,0,2,0.0,0,0,0,1,0.0
388,94.9,1,2019-01-11,2019-04-25,Singapore,Individual Contributor,0,0,0,0,3,0.0,1,0,0,3,0.0
389,73.6,1,2025-05-27,2026-01-31,Philippines,Manager,0,0,0,0,4,0.0,0,0,0,2,0.0
390,72.2,0,2020-12-19,,Other,Executive,0,0,0,0,2,0.0,1,0,0,1,0.0
391,70.0,0,2024-01-23,,Hong Kong,Manager,0,0,0,0,1,0.0,0,0,0,2,0.0
392,71.3,0,2021-02-23,,Singapore,Unknown,0,0,0,0,2,0.0,0,0,0,0,0.0
393,73.9,0,2019-12-13,,Philippines,Individual Contributor,0,0,0,0,2,0.0,0,0,0,0,0.0
394,71.9,0,2023-05-10,,Singapore,Manager,1,0,0,0,3,0.0,0,0,0,3,0.0
395,74.4,0,2025-03-28,,Hong Kong,Individual Contributor,0,0,0,0,2,0.0,0,0,0,1,0.0
396,82.9,0,2019-09-18,,Thailand,Manager,0,1,0,0,3,0.0,0,0,0,2,0.0
397,72.3,0,2021-02-03,,Singapore,Director,0,0,0,0,2,0.0,0,0,0,1,0.0
398,75.7,0,2024-02-21,,Singapore,Director,1,0,1,0,2,6.5,0,0,0,0,0.0
399,68.2,0,2025-11-08,,Singapore,Individual Contributor,0,0,0,0,1,0.0,1,0,0,0,0.0
400,77.8,0,2020-05-21,,Indonesia,Manager,1,0,0,0,0,0.0,1,0,0,2,0.0
401,70.9,0,2025-02-09,,Philippines,Vice President,0,0,0,0,2,0.0,0,0,0,1,0.0
402,72.5,0,2021-12-11,,Singapore,Individual Contributor,0,1,0,0,4,0.0,1,1,0,1,12.1
403,67.4,0,2024-11-29,,Singapore,Vice President,1,0,0,0,2,0.0,1,0,0,1,0.0
404,69.9,0,2024-10-24,,Indonesia,Individual Contributor,0,0,0,0,4,0.0,0,0,0,1,0.0
405,70.1,0,2020-10-27,,India,Director,0,0,0,0,3,0.0,0,0,0,3,0.0
406,74.6,0,2020-03-21,,Indonesia,Unknown,0,0,0,0,2,0.0,0,0,0,2,0.0
407,78.0,0,2024-12-30,,Singapore,Manager,0,0,0,0,2,0.0,1,0,0,0,0.0
408,57.4,0,2024-07-13,,Thailand,Director,0,0,0,0,1,0.0,1,1,0,0,9.6
409,68.8,0,2019-09-13,,India,Manager,0,0,0,0,0,0.0,0,0,0,0,0.0
410,77.4,0,2022-12-28,,Thailand,Individual Contributor,0,0,0,0,1,0.0,0,0,0,3,0.0
411,68.0,0,2021-12-17,,Singapore,Manager,0,0,0,0,1,0.0,1,0,0,1,0.0
412,85.3,1,2025-08-04,2026-01-31,Philippines,Individual Contributor,0,0,0,0,3,0.0,0,0,0,4,0.0
413,51.3,0,2024-07-21,,Philippines,C-Level,0,0,0,0,0,0.0,1,0,0,2,0.0
414,73.7,0,2023-11-13,,Malaysia,Individual Contributor,1,0,0,0,1,0.0,0,0,0,2,0.0
415,76.0,0,2021-07-25,,Philippines,Individual Contributor,1,0,0,0,1,0.0,0,0,0,2,0.0
416,73.2,0,2023-11-20,,Philippines,Manager,0,0,0,0,2,0.0,0,0,0,1,0.0
417,78.3,0,2019-12-11,,Singapore,Executive,0,0,0,0,2,0.0,1,1,0,0,32.6
418,81.8,0,2024-08-09,,Singapore,Manager,1,0,0,0,1,0.0,0,0,0,3,0.0
419,78.3,0,2024-09-08,,India,Individual Contributor,0,0,0,0,2,0.0,1,0,0,0,0.0
420,55.3,0,2025-01-22,,India,Manager,1,0,1,0,1,36.6,0,0,0,0,0.0
421,66.5,0,2021-08-22,,Indonesia,Unknown,0,0,0,0,2,0.0,0,0,0,3,0.0
422,75.2,0,2025-10-13,,Thailand,Individual Contributor,0,0,0,0,1,0.0,1,1,0,1,2.8
423,85.7,1,2020-04-12,2025-07-28,Singapore,Manager,0,0,0,0,2,0.0,0,0,0,3,0.0
424,72.9,0,2021-11-20,,India,Individual Contributor,1,0,0,0,1,0.0,0,0,0,3,0.0
425,89.2,1,2023-10-16,2026-01-31,India,Individual Contributor,0,0,0,0,4,0.0,0,0,0,2,0.0
426,69.0,0,2024-03-23,,Hong Kong,Manager,0,0,0,0,2,0.0,1,1,0,1,5.0
427,84.2,1,2023-07-28,2026-01-31,Singapore,Individual Contributor,0,0,0,0,0,0.0,0,0,0,3,0.0
428,72.6,0,2023-11-20,,Singapore,Unknown,0,0,0,0,0,0.0,0,0,0,1,0.0
429,71.2,0,2025-03-10,,India,Individual Contributor,1,1,0,0,1,0.0,0,0,0,0,0.0
430,70.8,0,2021-09-14,,India,Unknown,1,0,0,0,1,0.0,0,0,0,0,0.0
431,71.4,0,2022-04-05,,Indonesia,Manager,1,0,1,0,3,3.8,0,0,0,1,0.0
432,65.5,0,2020-10-02,,Singapore,C-Level,0,0,0,0,1,0.0,0,0,0,1,0.0
433,65.9,0,2024-06-11,,Singapore,Manager,1,0,0,0,0,0.0,0,0,0,3,0.0
434,86.0,0,2022-12-15,,Indonesia,Manager,0,0,0,0,5,0.0,1,0,0,1,0.0
435,73.2,0,2020-08-16,,Malaysia,Individual Contributor,1,0,0,0,2,0.0,1,0,0,2,0.0
436,68.2,0,2022-05-22,,Malaysia,C-Level,1,0,0,0,0,0.0,0,0,0,1,0.0
437,80.9,1,2021-01-25,2022-05-19,Australia,Individual Contributor,0,0,0,0,2,0.0,0,0,0,1,0.0
438,74.5,0,2020-01-20,,Indonesia,Unknown,1,0,0,0,2,0.0,0,0,0,1,0.0
439,75.0,0,2025-07-23,,Malaysia,Unknown,0,0,0,0,2,0.0,0,0,0,1,0.0
440,71.2,0,2023-05-20,,Singapore,Individual Contributor,1,0,1,1,1,440.6,1,0,0,0,0.0
441,67.6,0,2020-09-07,,Malaysia,Unknown,0,0,0,0,2,0.0,0,0,0,1,0.0
442,69.9,0,2025-06-17,,Thailand,Manager,1,0,0,0,4,0.0,0,0,0,0,0.0
443,71.8,0,2020-06-11,,Singapore,Manager,1,0,0,0,1,0.0,1,0,0,2,0.0
444,83.6,0,2021-10-18,,Singapore,Individual Contributor,0,1,0,0,1,0.0,1,1,0,4,0.6
445,72.0,0,2023-10-27,,Singapore,Individual Contributor,1,0,0,0,0,0.0,0,0,0,1,0.0
446,74.0,0,2019-07-14,,Thailand,Manager,0,0,0,0,2,0.0,0,0,0,3,0.0
447,61.7,0,2020-02-28,,Hong Kong,Director,0,0,0,0,2,0.0,1,0,0,1,0.0
448,70.1,0,2022-12-27,,Singapore,Manager,1,0,0,0,1,0.0,0,0,0,0,0.0
449,80.2,0,2020-08-19,,Singapore,Manager,0,0,0,0,0,0.0,0,0,0,1,0.0
450,84.4,1,2024-01-13,2026-01-31,Singapore,Individual Contributor,0,0,0,0,2,0.0,0,0,0,1,0.0
451,78.0,0,2023-12-16,,Australia,C-Level,0,0,0,0,0,0.0,0,0,0,1,0.0
452,81.5,1,2020-07-16,2023-01-08,Philippines,Individual Contributor,1,0,0,0,3,0.0,0,0,0,1,0.0
453,89.5,1,2020-07-05,2020-11-02,Indonesia,Manager,1,0,0,0,2,0.0,1,0,1,1,0.0
454,73.8,0,2022-07-11,,Singapore,Director,0,0,0,0,2,0.0,1,1,0,0,2.1
455,71.1,0,2023-12-04,,Singapore,Executive,0,0,0,0,4,0.0,0,0,0,2,0.0
456,78.9,0,2022-02-02,,Singapore,Individual Contributor,1,0,0,0,3,0.0,0,0,0,1,0.0
457,68.8,0,2021-10-10,,Philippines,Manager,0,0,0,0,7,0.0,0,0,0,4,0.0
458,75.0,0,2025-09-22,,Hong Kong,Manager,0,0,0,0,1,0.0,0,0,0,1,0.0
459,76.4,0,2019-04-02,,Other,Individual Contributor,0,0,0,0,4,0.0,0,0,0,1,0.0
460,63.3,0,2024-12-09,,Singapore,Director,1,0,0,0,0,0.0,0,0,0,1,0.0
461,66.8,0,2020-03-17,,Singapore,Individual Contributor,1,0,0,0,3,0.0,1,1,1,5,2.8
462,72.7,0,2020-08-15,,Singapore,Vice President,1,0,0,0,1,0.0,1,0,0,1,0.0
463,74.1,0,2025-01-03,,Singapore,Manager,0,0,0,0,1,0.0,0,0,0,2,0.0
464,77.7,0,2019-02-10,,Malaysia,Director,1,0,0,0,0,0.0,1,0,0,0,0.0
465,88.8,1,2025-01-09,2026-01-31,Philippines,Manager,0,0,0,0,5,0.0,0,0,0,1,0.0
466,94.6,1,2020-11-06,2020-11-13,Malaysia,Manager,0,0,0,0,4,0.0,0,0,0,1,0.0
467,84.8,1,2022-08-21,2026-01-21,Hong Kong,Director,0,0,0,0,2,0.0,1,1,1,6,78.4
468,73.5,0,2020-02-10,,Singapore,Manager,0,0,0,0,2,0.0,0,0,0,0,0.0
469,72.1,0,2023-09-20,,Singapore,Executive,0,0,0,0,2,0.0,0,0,0,2,0.0
470,72.0,0,2023-08-29,,Other,Manager,0,0,0,0,2,0.0,0,0,0,3,0.0
471,79.1,0,2024-11-26,,Singapore,Manager,0,0,0,0,2,0.0,0,0,0,2,0.0
472,83.8,1,2019-11-19,2023-10-19,Australia,Executive,0,0,0,0,1,0.0,0,0,0,1,0.0
473,70.7,0,2024-01-24,,Malaysia,Manager,1,0,1,0,2,16.4,0,0,0,1,0.0
474,88.3,1,2024-12-27,2026-01-31,Australia,Manager,1,0,0,0,1,0.0,1,1,0,2,7.5
475,71.0,0,2021-09-05,,Singapore,Individual Contributor,0,0,0,0,1,0.0,0,0,0,1,0.0
476,62.2,0,2019-10-19,,Australia,Manager,1,0,0,0,2,0.0,0,0,0,2,0.0
477,73.9,0,2023-10-31,,Australia,Director,0,0,0,0,2,0.0,0,0,0,0,0.0
478,79.1,1,2025-10-30,2026-01-31,Thailand,Manager,0,0,0,0,2,0.0,0,0,0,1,0.0
479,77.2,0,2020-01-19,,Australia,Individual Contributor,1,0,0,1,2,0.0,0,0,0,0,0.0
480,80.5,0,2025-01-25,,Other,Director,1,0,0,0,0,0.0,1,0,0,5,0.0
481,87.2,0,2020-10-31,,Singapore,Director,1,0,0,0,1,0.0,1,1,0,2,8.0
482,71.0,0,2025-05-21,,Singapore,Unknown,0,0,0,0,2,0.0,0,0,0,0,0.0
483,86.4,0,2022-12-12,,Singapore,Manager,0,0,0,0,2,0.0,0,0,0,0,0.0
484,74.2,0,2025-03-20,,Other,Manager,0,0,0,0,0,0.0,0,0,0,0,0.0
485,63.0,0,2023-07-27,,Philippines,Manager,1,0,0,0,0,0.0,0,0,0,0,0.0
486,73.0,0,2021-03-26,,Indonesia,Manager,0,0,0,0,2,0.0,0,0,0,0,0.0
487,67.7,0,2023-01-30,,Australia,Manager,0,0,0,0,4,0.0,0,0,0,3,0.0
488,80.2,0,2022-05-13,,Philippines,Director,1,0,0,0,4,0.0,0,0,0,1,0.0
489,76.4,0,2023-06-29,,Malaysia,Manager,0,0,0,0,5,0.0,0,0,0,4,0.0
490,72.2,0,2022-12-05,,Singapore,Director,0,0,0,0,1,0.0,0,0,0,0,0.0
491,71.9,0,2025-02-23,,Singapore,Vice President,1,0,0,0,1,0.0,0,0,0,0,0.0
492,70.2,0,2024-12-19,,Malaysia,Manager,0,0,0,0,3,0.0,0,0,0,1,0.0
493,61.8,0,2025-10-10,,Singapore,Manager,1,0,0,0,2,0.0,0,0,0,4,0.0
494,69.5,0,2021-05-15,,Hong Kong,Manager,0,0,0,0,0,0.0,1,0,0,1,0.0
495,81.3,0,2023-12-12,,Indonesia,Individual Contributor,0,0,0,0,2,0.0,0,0,0,2,0.0
496,85.2,0,2018-12-29,,Australia,Individual Contributor,0,0,0,0,7,0.0,0,0,0,1,0.0
497,73.0,0,2024-06-25,,Thailand,Individual Contributor,0,0,0,0,1,0.0,0,0,0,1,0.0
498,74.6,0,2021-08-18,,Singapore,Manager,0,1,0,0,1,0.0,1,0,0,1,0.0
499,73.0,0,2019-09-10,,Singapore,Manager,1,0,1,0,1,6.9,1,0,0,2,0.0
500,73.2,0,2025-12-18,,Malaysia,Individual Contributor,0,0,0,0,2,0.0,0,0,0,3,0.0
501,72.6,0,2022-11-23,,Australia,Manager,0,0,0,0,2,0.0,0,0,0,2,0.0
502,74.0,0,2021-08-07,,Malaysia,Director,1,0,0,0,2,0.0,0,0,0,4,0.0
503,71.4,0,2025-01-12,,Indonesia,Individual Contributor,0,0,0,0,0,0.0,0,0,0,0,0.0
504,86.9,1,2020-01-24,2022-06-28,Malaysia,Individual Contributor,0,0,0,0,1,0.0,0,0,0,0,0.0
505,67.7,0,2021-08-28,,India,Manager,1,0,1,0,1,1.5,0,0,0,0,0.0
506,71.2,0,2023-01-26,,Malaysia,Director,0,1,0,0,3,0.0,0,0,0,2,0.0
507,73.3,0,2024-10-09,,Singapore,Vice President,0,0,0,0,1,0.0,0,0,0,3,0.0
508,74.3,0,2023-08-28,,Indonesia,Individual Contributor,0,0,0,0,1,0.0,0,0,0,2,0.0
509,73.8,0,2025-01-01,,Singapore,Manager,0,0,0,0,1,0.0,1,0,0,1,0.0
510,64.1,0,2019-10-31,,Indonesia,Manager,1,0,0,0,1,0.0,1,0,0,1,0.0
511,74.1,0,2020-08-01,,Indonesia,Individual Contributor,0,0,0,0,2,0.0,0,0,0,1,0.0
512,53.8,0,2023-04-10,,Singapore,Individual Contributor,0,0,0,0,2,0.0,0,0,0,0,0.0
513,73.8,0,2023-05-05,,Australia,Individual Contributor,0,0,0,0,4,0.0,0,0,0,3,0.0
514,73.9,0,2019-09-24,,Philippines,Individual Contributor,1,0,0,0,2,0.0,0,0,0,3,0.0
515,74.1,0,2019-04-04,,Singapore,Director,0,0,0,0,4,0.0,0,0,0,0,0.0
516,72.8,0,2023-08-20,,Malaysia,Individual Contributor,1,0,1,0,3,64.7,0,0,0,2,0.0
517,70.6,0,2022-05-01,,Singapore,Director,1,0,1,0,0,46.7,0,0,0,3,0.0
518,67.4,0,2025-10-10,,Singapore,Manager,1,0,0,0,3,0.0,1,0,0,2,0.0
519,78.7,0,2024-08-19,,Singapore,Individual Contributor,1,0,1,0,2,41.9,0,0,0,3,0.0
520,82.7,1,2021-03-06,2024-01-05,Singapore,Manager,1,0,0,0,0,0.0,0,0,0,0,0.0
521,73.3,0,2022-03-13,,Australia,Director,1,0,0,0,0,0.0,0,0,0,3,0.0
